isBought,gender,education,house_val,MinAge,MaxAge,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
No,Female,High school,47382,26,35,Yes,G,Single,Yes,Sales/Service,Low,Owner,South,5,3
Yes,Female,Bachelor,0,46,55,Yes,E,Married,Yes,Professional,Low,Owner,Midwest,7,2
No,Female,Near high school,0,56,65,Yes,I,Married,No,Retired,Low,Owner,South,4,3
Yes,Male,Some College,323421,36,45,Yes,C,Married,Yes,Retired,High,Owner,West,3,6
No,Female,Near high school,152779,66,100,No,E,Single,No,Retired,Low,Owner,Northeast,6,3
No,Female,Bachelor,0,46,55,Yes,B,Married,No,Professional,Low,Owner,West,6,11
Yes,Female,Bachelor,279393,1,100,Yes,B,Single,Yes,Others,High,Owner,South,1,8
Yes,Female,Some College,0,66,100,Yes,D,Married,No,Retired,Low,Renter,West,2,6
No,Female,Some College,393762,56,65,Yes,C,Single,No,Retired,Low,Owner,Northeast,2,6
Yes,Female,Bachelor,241849,36,45,Yes,E,Single,Yes,Professional,Medium,Owner,South,2,7
No,Female,Some College,274033,46,55,Yes,G,Married,No,Sales/Service,Low,Renter,West,3,4
No,Female,High school,138321,26,35,No,E,Single,No,Sales/Service,Low,Owner,Midwest,2,3
No,Female,Some College,293721,46,55,No,B,Married,No,Professional,Low,Owner,South,1,6
No,Male,High school,0,66,100,No,C,Married,No,Retired,Low,Owner,Midwest,6,6
Yes,Female,Bachelor,228900,56,65,Yes,B,Married,No,Professional,Medium,Owner,Midwest,1,10
Yes,Female,Some College,292076,56,65,Yes,I,Married,No,Professional,High,Owner,Northeast,2,6
Yes,Female,High school,124260,66,100,Yes,E,Single,Yes,Retired,Low,Owner,South,2,1
No,Male,Graduated,1748632,56,65,No,B,Single,No,Professional,Low,Renter,West,3,12
No,Female,High school,0,1,100,Yes,I,Single,Yes,Blue Collar,Low,Owner,South,1,6
Yes,Female,Bachelor,389675,46,55,Yes,C,Single,Yes,Others,High,Owner,South,4,9
No,Female,Near high school,0,1,100,Yes,G,Single,Yes,Sales/Service,Low,Renter,South,8,4
Yes,Male,High school,171217,26,35,No,E,Single,No,Sales/Service,Low,Owner,Northeast,8,2
Yes,Male,Some College,584512,56,65,Yes,B,Married,No,Professional,Medium,Owner,Midwest,2,12
Yes,Male,High school,640920,36,45,Yes,B,Married,No,Sales/Service,Low,Owner,West,1,7
Yes,Male,Some College,0,36,45,Yes,I,Married,Yes,Sales/Service,Low,Owner,South,1,5
Yes,Female,Some College,318825,56,65,Yes,C,Married,Yes,Sales/Service,Medium,Owner,South,1,7
No,Female,Some College,146964,26,35,Yes,C,Married,Yes,Sales/Service,Low,Owner,Midwest,2,6
No,Male,Some College,367635,26,35,Yes,B,Single,No,Sales/Service,Low,Owner,Midwest,1,12
Yes,Female,High school,200440,56,65,Yes,E,Married,No,Sales/Service,Low,Owner,South,4,6
No,Male,Bachelor,0,36,45,No,G,Single,No,Sales/Service,Low,Renter,Northeast,8,1
No,Female,Graduated,0,1,100,No,A,Single,Yes,Sales/Service,Low,Renter,South,8,4
No,Female,Some College,0,46,55,No,U,Single,No,Sales/Service,Low,Renter,South,0,21
No,Female,High school,315097,36,45,Yes,E,Married,Yes,Sales/Service,Low,Owner,Northeast,5,7
Yes,Male,Graduated,460506,56,65,Yes,B,Married,No,Professional,Low,Owner,South,2,8
Yes,Male,Near high school,178215,46,55,No,F,Married,No,Blue Collar,Medium,Owner,West,6,6
Yes,Male,High school,411257,1,100,Yes,E,Married,No,Professional,Low,Owner,Northeast,1,6
Yes,Female,Graduated,521892,36,45,Yes,C,Married,Yes,Professional,High,Owner,South,1,6
Yes,Male,High school,634380,56,65,No,G,Single,No,Blue Collar,Low,Renter,Northeast,1,4
Yes,Female,Bachelor,364482,46,55,Yes,C,Single,Yes,Professional,Medium,Owner,South,2,7
Yes,Male,Bachelor,1133600,36,45,Yes,B,Married,Yes,Professional,High,Owner,Midwest,1,8
No,Female,Bachelor,395343,1,100,No,E,Married,Yes,Professional,Medium,Owner,Northeast,4,6
No,Male,Near high school,192690,1,100,Yes,F,Single,No,Professional,Low,Owner,South,2,4
Yes,Male,Bachelor,512997,36,45,Yes,B,Married,Yes,Professional,High,Owner,West,1,6
No,Male,High school,0,26,35,No,A,Single,No,Professional,Low,Renter,Northeast,3,5
Yes,Male,Some College,403954,46,55,Yes,B,Married,Yes,Professional,High,Owner,South,1,8
No,Male,Graduated,93641,1,100,Yes,J,Single,No,Professional,Low,Owner,Midwest,8,5
No,Male,Bachelor,354293,36,45,Yes,E,Married,Yes,Sales/Service,Low,Owner,Midwest,1,7
No,Female,High school,91908,26,35,Yes,B,Single,No,Blue Collar,Low,Owner,Midwest,6,5
No,Female,Bachelor,194107,36,45,No,F,Single,No,Blue Collar,Low,Owner,South,4,5
No,Male,High school,62566,66,100,Yes,I,Married,Yes,Retired,Low,Owner,Northeast,8,2
Yes,Male,Bachelor,0,26,35,Yes,G,Married,Yes,Blue Collar,Low,Renter,South,3,5
Yes,Female,Bachelor,382590,56,65,Yes,A,Single,No,Sales/Service,Low,Renter,South,4,5
Yes,Male,Some College,256150,36,45,Yes,C,Married,Yes,Professional,Low,Owner,South,1,9
No,Male,Some College,219264,66,100,Yes,D,Married,No,Professional,Low,Owner,Northeast,2,5
No,Male,Some College,225630,1,100,Yes,H,Married,No,Professional,Medium,Owner,West,4,5
Yes,Male,Graduated,390138,26,35,Yes,E,Single,No,Sales/Service,High,Owner,West,4,7
No,Male,Some College,501901,1,25,Yes,C,Single,No,Sales/Service,Low,Owner,South,2,8
No,Male,Graduated,261589,46,55,No,C,Married,Yes,Professional,High,Owner,South,1,6
No,Male,Graduated,354337,56,65,Yes,B,Married,No,Professional,Low,Owner,South,1,7
No,Male,Some College,255060,36,45,Yes,F,Married,Yes,Retired,Medium,Owner,South,2,4
Yes,Male,Near high school,253032,56,65,Yes,B,Married,No,Sales/Service,Low,Owner,South,1,4
No,Female,High school,0,1,100,Yes,I,Single,Yes,Sales/Service,Low,Owner,South,5,3
No,Female,Graduated,222360,56,65,Yes,F,Single,No,Professional,Low,Renter,South,9,5
Yes,Male,Some College,580970,46,55,No,B,Married,Yes,Professional,Low,Owner,Midwest,4,12
Yes,Male,Graduated,518409,56,65,Yes,B,Married,No,Professional,High,Owner,Northeast,1,11
Yes,Male,Some College,0,56,65,No,F,Married,No,Farm,Low,Owner,South,6,1
Yes,Male,Some College,0,36,45,Yes,G,Single,No,Professional,Low,Renter,South,5,3
No,Male,Some College,61585,1,100,No,G,Single,No,Blue Collar,Low,Renter,South,8,2
No,Male,High school,192712,36,45,No,F,Married,Yes,Blue Collar,Low,Owner,South,2,5
No,Male,Graduated,71198,46,55,No,B,Married,No,Sales/Service,Low,Owner,Midwest,2,6
Yes,Male,High school,451252,46,55,Yes,B,Married,No,Blue Collar,High,Owner,West,4,7
Yes,Male,Some College,374687,1,25,Yes,C,Single,Yes,Others,High,Owner,South,1,8
Yes,Female,Some College,153036,56,65,Yes,E,Married,No,Sales/Service,Low,Owner,South,4,5
Yes,Female,Near high school,0,1,100,No,G,Single,No,Sales/Service,Low,Renter,South,9,2
No,Male,High school,311304,1,25,Yes,C,Single,No,Professional,Low,Owner,West,2,9
No,Female,High school,164317,1,100,Yes,B,Married,Yes,Sales/Service,Low,Owner,South,6,7
Yes,Male,Near high school,287215,1,100,No,D,Married,No,Others,Low,Owner,Northeast,1,1
Yes,Male,Bachelor,492135,1,100,Yes,B,Married,No,Professional,High,Owner,West,2,7
Yes,Female,High school,411469,46,55,No,E,Married,Yes,Sales/Service,High,Owner,Northeast,3,7
No,Female,Some College,363951,26,35,Yes,B,Single,No,Sales/Service,Low,Owner,Midwest,1,6
Yes,Male,High school,153570,56,65,Yes,I,Married,No,Blue Collar,Low,Owner,South,3,5
Yes,Male,Some College,196200,26,35,Yes,E,Single,No,Professional,Medium,Owner,South,3,5
No,Male,High school,142086,1,25,No,C,Single,No,Sales/Service,Low,Owner,South,7,7
No,Male,Near high school,155870,1,100,No,E,Single,Yes,Sales/Service,Low,Renter,West,9,5
No,Male,High school,43226,56,65,No,J,Married,Yes,Blue Collar,Low,Owner,South,3,5
No,Male,Bachelor,286332,46,55,Yes,C,Married,Yes,Professional,High,Owner,Midwest,1,7
No,Male,Some College,308012,26,35,Yes,B,Single,No,Sales/Service,Low,Owner,Midwest,2,8
No,Female,High school,0,46,55,No,F,Single,No,Professional,Low,Owner,South,4,8
Yes,Male,Graduated,283400,36,45,Yes,D,Single,No,Professional,Low,Owner,Northeast,2,5
Yes,Male,Near high school,568960,1,100,Yes,F,Married,No,Blue Collar,Low,Renter,West,2,4
Yes,Female,Unknown,281906,1,100,No,B,Single,No,Others,Low,Owner,Midwest,1,8
No,Female,Graduated,0,1,100,No,E,Single,Yes,Sales/Service,Low,Renter,Midwest,7,1
Yes,Male,High school,133525,56,65,Yes,E,Married,Yes,Sales/Service,Low,Owner,Northeast,2,7
No,Male,Some College,0,1,25,No,G,Single,No,Blue Collar,Low,Renter,South,7,3
No,Female,High school,251517,26,35,Yes,B,Single,Yes,Sales/Service,Low,Owner,Northeast,2,5
Yes,Male,Graduated,274985,66,100,Yes,B,Married,No,Retired,Low,Owner,West,2,11
No,Female,Graduated,226883,26,35,Yes,C,Single,No,Sales/Service,Medium,Owner,South,1,5
No,Female,Some College,200712,46,55,No,F,Married,Yes,Blue Collar,Low,Renter,Northeast,8,4
Yes,Male,High school,232006,46,55,Yes,F,Married,No,Blue Collar,Low,Owner,Midwest,3,7
No,Male,Bachelor,189900,66,100,Yes,D,Single,No,Retired,Low,Renter,Midwest,5,8
No,Female,Near high school,0,66,100,Yes,J,Single,No,Retired,Low,Owner,South,1,3
No,Female,Bachelor,161886,36,45,Yes,E,Single,Yes,Blue Collar,Medium,Owner,South,6,5
Yes,Male,Bachelor,175380,36,45,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,1,6
No,Male,Some College,298333,46,55,Yes,D,Single,No,Professional,Low,Owner,West,2,5
Yes,Male,Some College,315721,36,45,Yes,E,Married,Yes,Professional,Low,Owner,South,2,5
No,Male,Graduated,1002058,66,100,No,C,Married,Yes,Retired,High,Owner,West,1,11
Yes,Female,Bachelor,0,46,55,Yes,J,Married,Yes,Sales/Service,Low,Owner,Midwest,2,5
Yes,Female,Graduated,111180,56,65,Yes,D,Single,No,Sales/Service,Low,Owner,Midwest,1,2
Yes,Male,Some College,264979,36,45,Yes,E,Single,No,Blue Collar,Low,Owner,South,1,9
Yes,Male,Some College,84475,1,25,Yes,I,Single,No,Blue Collar,Low,Owner,South,8,3
No,Male,Graduated,0,1,100,No,B,Married,No,Sales/Service,Low,Renter,Northeast,8,11
Yes,Male,Unknown,373008,1,100,Yes,B,Single,No,Others,Low,Owner,West,4,7
No,Male,High school,0,1,100,No,J,Married,No,Sales/Service,Low,Renter,Midwest,9,5
No,Male,Bachelor,141754,36,45,Yes,I,Married,No,Professional,Low,Owner,Northeast,3,5
No,Female,High school,149548,1,100,No,C,Married,Yes,Blue Collar,Medium,Owner,South,5,6
No,Male,Near high school,161516,66,100,No,F,Single,No,Retired,Low,Owner,Midwest,8,1
Yes,Female,Some College,0,56,65,No,A,Single,No,Blue Collar,Low,Renter,West,3,5
Yes,Male,Graduated,195840,26,35,Yes,E,Married,Yes,Blue Collar,Low,Owner,Midwest,2,5
Yes,Male,Bachelor,143616,66,100,Yes,F,Single,Yes,Professional,Low,Owner,South,7,5
No,Female,High school,0,1,100,No,G,Single,No,Sales/Service,Low,Renter,West,9,2
Yes,Female,Some College,485050,46,55,No,B,Married,Yes,Professional,High,Owner,West,6,9
No,Female,Bachelor,0,1,25,Yes,G,Single,Yes,Blue Collar,Low,Renter,West,8,4
No,Male,High school,68670,26,35,No,F,Single,Yes,Sales/Service,Low,Owner,West,3,5
No,Male,High school,45082,1,100,Yes,J,Married,Yes,Farm,Low,Owner,Midwest,8,4
No,Female,Near high school,0,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,Midwest,8,2
No,Female,Some College,105948,1,100,No,G,Single,Yes,Sales/Service,Low,Renter,Midwest,8,4
Yes,Female,High school,0,36,45,No,G,Single,Yes,Sales/Service,Low,Renter,South,7,4
No,Female,High school,54936,36,45,No,J,Married,Yes,Blue Collar,Low,Owner,South,2,6
Yes,Male,Unknown,359918,36,45,Yes,C,Single,Yes,Professional,Low,Owner,South,1,7
Yes,Male,Some College,126981,56,65,Yes,J,Married,No,Others,Low,Owner,South,2,6
No,Female,High school,114826,56,65,No,F,Single,Yes,Sales/Service,Low,Owner,Northeast,3,4
Yes,Male,High school,0,66,100,Yes,D,Single,No,Retired,Low,Owner,Midwest,6,3
No,Female,High school,0,1,100,No,E,Single,Yes,Sales/Service,Low,Renter,West,9,3
Yes,Female,Bachelor,391092,36,45,Yes,C,Married,Yes,Professional,High,Owner,South,1,2
No,Male,Near high school,52254,1,25,Yes,J,Single,No,Sales/Service,Low,Owner,South,4,4
Yes,Male,Bachelor,182874,46,55,Yes,I,Married,No,Professional,Low,Owner,South,6,7
Yes,Female,Some College,557295,26,35,No,A,Single,No,Sales/Service,Low,Owner,West,4,5
No,Male,Near high school,1000000,1,100,No,G,Single,Yes,Blue Collar,Low,Renter,West,9,1
Yes,Female,Some College,60822,46,55,Yes,B,Married,Yes,Sales/Service,High,Owner,Midwest,2,6
Yes,Male,Bachelor,687484,56,65,Yes,B,Married,No,Professional,High,Owner,West,1,10
Yes,Male,Graduated,578463,56,65,Yes,B,Married,No,Professional,Low,Owner,South,1,12
No,Male,Some College,397632,36,45,Yes,E,Single,No,Professional,Low,Owner,West,2,5
Yes,Female,Bachelor,349890,1,100,No,B,Married,No,Professional,Low,Owner,South,1,5
Yes,Male,Graduated,1101957,36,45,Yes,B,Married,Yes,Professional,High,Owner,West,1,9
Yes,Female,Graduated,69062,56,65,Yes,J,Married,No,Blue Collar,Low,Owner,Midwest,6,5
Yes,Male,Some College,200006,36,45,Yes,C,Married,Yes,Professional,Medium,Owner,Midwest,4,9
Yes,Male,Graduated,490162,46,55,Yes,B,Married,No,Professional,Medium,Owner,South,3,8
Yes,Female,High school,551540,36,45,Yes,C,Single,Yes,Sales/Service,High,Owner,Northeast,1,5
No,Male,Bachelor,0,36,45,No,E,Married,Yes,Professional,Low,Renter,South,3,8
No,Male,Near high school,29375,1,25,No,J,Single,Yes,Blue Collar,Low,Owner,South,8,6
No,Female,Some College,236094,66,100,No,D,Married,No,Professional,Low,Owner,South,2,5
No,Female,Some College,141612,1,25,No,G,Married,Yes,Sales/Service,Low,Owner,South,3,4
Yes,Female,Bachelor,568587,56,65,Yes,B,Married,No,Retired,Medium,Owner,South,1,12
No,Male,Near high school,178542,66,100,No,E,Married,No,Retired,Low,Owner,South,8,3
No,Female,High school,0,46,55,Yes,E,Single,No,Sales/Service,Low,Renter,West,9,4
No,Female,Some College,353105,56,65,Yes,B,Married,No,Professional,Low,Owner,Midwest,2,9
Yes,Male,Graduated,2000000,26,35,Yes,B,Single,No,Sales/Service,Low,Owner,Northeast,1,12
No,Female,High school,617595,1,100,No,C,Married,No,Sales/Service,High,Owner,South,1,6
No,Male,Some College,132808,1,100,No,I,Single,No,Blue Collar,Low,Owner,Midwest,7,5
Yes,Female,Graduated,236147,46,55,Yes,B,Married,Yes,Sales/Service,Low,Owner,West,2,6
No,Male,Near high school,246558,66,100,No,E,Single,No,Retired,Low,Owner,Northeast,4,5
Yes,Male,Bachelor,812268,36,45,Yes,B,Married,Yes,Professional,High,Owner,South,3,8
Yes,Male,Bachelor,0,36,45,Yes,G,Single,No,Blue Collar,Low,Renter,Midwest,1,2
No,Male,Bachelor,362425,26,35,Yes,E,Married,Yes,Professional,Low,Owner,West,4,5
Yes,Female,High school,71005,56,65,Yes,J,Single,No,Professional,Low,Owner,South,1,5
No,Female,Bachelor,150856,56,65,No,B,Single,No,Professional,Low,Owner,South,2,7
Yes,Male,Some College,107960,66,100,Yes,J,Married,Yes,Retired,Low,Owner,South,1,5
Yes,Male,Bachelor,687517,1,100,Yes,C,Married,No,Professional,Low,Owner,South,5,2
No,Female,High school,430987,1,25,Yes,C,Single,Yes,Blue Collar,Low,Renter,Midwest,4,6
Yes,Female,Bachelor,199384,46,55,Yes,A,Married,No,Professional,Low,Owner,South,3,5
Yes,Male,Some College,183229,1,25,Yes,D,Single,No,Sales/Service,Low,Owner,Northeast,2,3
No,Female,Graduated,715884,36,45,Yes,B,Married,No,Professional,High,Owner,South,1,11
No,Female,Near high school,122298,56,65,Yes,J,Married,Yes,Blue Collar,Low,Owner,South,7,5
No,Female,Some College,0,1,100,No,G,Single,Yes,Blue Collar,Low,Renter,South,9,1
No,Male,Near high school,401665,56,65,No,E,Married,Yes,Professional,Low,Renter,West,6,6
Yes,Male,Bachelor,724076,36,45,Yes,C,Married,Yes,Professional,High,Owner,South,1,8
No,Female,Some College,0,46,55,Yes,I,Single,No,Blue Collar,Low,Owner,South,3,1
Yes,Female,Near high school,0,46,55,Yes,E,Married,No,Professional,Low,Owner,Midwest,2,6
No,Male,Some College,0,1,100,No,C,Married,No,Sales/Service,Low,Renter,Northeast,1,11
No,Female,Some College,269742,66,100,No,I,Single,No,Retired,Low,Owner,West,2,5
No,Female,Bachelor,395223,56,65,Yes,B,Single,No,Professional,High,Owner,West,1,6
Yes,Male,Bachelor,360136,26,35,No,B,Single,Yes,Professional,Low,Owner,Northeast,5,7
Yes,Male,Some College,117175,56,65,No,D,Married,No,Farm,Low,Owner,West,1,1
Yes,Male,Graduated,65825,46,55,Yes,E,Married,No,Professional,Low,Owner,South,3,8
No,Male,Graduated,1090436,56,65,Yes,B,Single,No,Professional,High,Owner,Northeast,1,10
Yes,Male,Graduated,467882,46,55,Yes,C,Married,Yes,Professional,High,Owner,Northeast,1,11
Yes,Male,High school,0,46,55,Yes,E,Single,Yes,Sales/Service,Low,Renter,Northeast,4,7
No,Male,Bachelor,438834,1,100,Yes,D,Married,No,Retired,Low,Owner,South,6,3
No,Female,Near high school,0,26,35,No,E,Single,Yes,Sales/Service,Low,Renter,West,7,6
No,Male,Some College,281841,1,25,Yes,C,Single,Yes,Blue Collar,Medium,Owner,South,2,6
Yes,Female,High school,0,56,65,No,E,Single,No,Sales/Service,Low,Renter,West,3,3
Yes,Female,Some College,187894,46,55,Yes,F,Married,Yes,Sales/Service,Low,Owner,South,4,5
Yes,Female,Some College,312721,36,45,Yes,E,Married,No,Sales/Service,Low,Owner,South,1,6
Yes,Male,Some College,378622,56,65,Yes,B,Married,Yes,Blue Collar,Medium,Owner,Midwest,1,8
No,Male,High school,174727,66,100,No,D,Married,No,Retired,Low,Owner,West,3,10
No,Male,High school,139860,56,65,Yes,B,Married,No,Blue Collar,Low,Owner,Midwest,3,6
No,Male,Near high school,0,66,100,Yes,F,Married,Yes,Retired,Low,Owner,South,3,3
Yes,Female,High school,62833,36,45,Yes,I,Married,Yes,Sales/Service,Low,Owner,Midwest,8,4
No,Male,Bachelor,285165,46,55,Yes,C,Married,Yes,Professional,Low,Owner,Northeast,1,9
No,Male,High school,102024,36,45,Yes,J,Single,No,Blue Collar,Low,Owner,Northeast,8,4
Yes,Male,Graduated,0,46,55,Yes,B,Married,No,Sales/Service,Low,Owner,South,3,8
No,Female,Some College,268549,56,65,No,G,Single,Yes,Sales/Service,Low,Renter,Midwest,1,6
Yes,Male,Some College,0,1,25,Yes,G,Single,Yes,Sales/Service,Low,Renter,Midwest,9,4
Yes,Male,Some College,724141,26,35,Yes,C,Married,No,Professional,High,Owner,West,1,11
No,Female,Some College,201519,36,45,Yes,F,Married,Yes,Sales/Service,Low,Renter,West,4,2
Yes,Male,Graduated,1009939,66,100,No,B,Single,No,Retired,Low,Renter,Midwest,4,5
No,Female,Bachelor,38922,1,100,No,G,Single,Yes,Sales/Service,Low,Owner,South,8,1
Yes,Female,High school,0,46,55,Yes,I,Single,Yes,Sales/Service,Low,Owner,South,3,5
No,Male,Bachelor,220483,46,55,No,B,Married,No,Blue Collar,Low,Renter,South,3,11
Yes,Male,Bachelor,751949,46,55,Yes,C,Married,Yes,Professional,High,Owner,South,2,8
Yes,Female,Some College,156701,46,55,Yes,E,Married,No,Sales/Service,Low,Renter,Northeast,3,5
Yes,Male,Bachelor,632800,56,65,No,A,Single,No,Professional,Low,Owner,Northeast,1,7
No,Female,Near high school,318334,1,100,Yes,E,Single,No,Sales/Service,Medium,Owner,Midwest,3,5
Yes,Male,Bachelor,474673,36,45,Yes,C,Married,Yes,Professional,High,Owner,West,2,11
Yes,Female,High school,0,1,100,No,E,Single,Yes,Others,Low,Renter,Northeast,9,4
No,Female,Some College,240039,26,35,No,F,Married,Yes,Sales/Service,Medium,Owner,West,6,3
No,Female,Near high school,117874,66,100,No,D,Married,No,Retired,Low,Owner,South,3,1
No,Male,Some College,216256,56,65,No,D,Married,Yes,Professional,Low,Owner,South,3,6
No,Female,Some College,66381,1,25,No,J,Single,No,Professional,Low,Owner,South,4,5
No,Male,Graduated,155249,26,35,Yes,C,Married,Yes,Sales/Service,Low,Owner,South,2,6
No,Female,Some College,458890,36,45,Yes,C,Single,Yes,Professional,High,Owner,South,1,9
Yes,Female,High school,287215,56,65,Yes,E,Single,Yes,Sales/Service,Medium,Owner,Northeast,3,3
No,Female,High school,136032,66,100,No,B,Single,No,Retired,Low,Owner,Northeast,6,5
Yes,Male,Bachelor,1000000,26,35,Yes,B,Single,No,Professional,Low,Owner,South,1,11
No,Female,High school,71384,66,100,Yes,F,Married,No,Retired,Low,Owner,West,6,4
No,Female,High school,418140,1,100,No,C,Single,Yes,Sales/Service,Low,Renter,Northeast,1,6
No,Female,Some College,283291,36,45,No,C,Married,No,Professional,Low,Owner,South,1,9
Yes,Male,Bachelor,0,46,55,Yes,C,Married,No,Professional,Low,Owner,West,1,9
No,Male,High school,0,66,100,Yes,D,Married,No,Retired,Low,Owner,Midwest,4,6
No,Female,High school,0,1,100,Yes,G,Single,Yes,Sales/Service,Low,Renter,West,8,1
Yes,Female,Graduated,1085803,46,55,Yes,C,Married,Yes,Professional,Medium,Owner,South,2,10
No,Female,Bachelor,335774,66,100,Yes,D,Married,No,Retired,Low,Owner,Northeast,1,1
Yes,Female,Some College,489136,36,45,Yes,A,Single,No,Professional,High,Owner,West,1,4
Yes,Female,Bachelor,400302,36,45,Yes,B,Married,Yes,Professional,High,Owner,West,1,9
Yes,Female,Some College,340080,1,100,Yes,E,Married,Yes,Sales/Service,Low,Renter,West,2,5
Yes,Male,Some College,0,36,45,Yes,F,Married,Yes,Professional,Low,Owner,Midwest,2,9
No,Female,Near high school,38080,36,45,No,G,Single,Yes,Professional,Low,Owner,Midwest,8,4
No,Female,High school,190357,66,100,Yes,D,Single,No,Retired,Low,Owner,Midwest,2,5
Yes,Male,Bachelor,138484,36,45,Yes,C,Married,Yes,Professional,Low,Owner,Midwest,3,5
No,Female,Some College,145176,26,35,No,E,Married,Yes,Sales/Service,Low,Owner,Midwest,3,5
No,Female,Some College,43818,1,25,No,G,Single,No,Blue Collar,Low,Owner,South,5,8
No,Male,Some College,324800,36,45,No,F,Married,No,Blue Collar,Low,Renter,Northeast,7,4
Yes,Male,Bachelor,198946,36,45,Yes,F,Married,No,Sales/Service,Low,Owner,South,1,5
No,Female,Some College,0,26,35,Yes,G,Single,No,Sales/Service,Low,Renter,Northeast,9,4
Yes,Female,Graduated,270167,26,35,No,E,Single,Yes,Sales/Service,Low,Owner,South,1,6
Yes,Female,Bachelor,399703,56,65,Yes,H,Married,No,Retired,Low,Owner,West,1,7
Yes,Male,Some College,262829,46,55,Yes,B,Married,No,Professional,Medium,Owner,South,2,7
Yes,Female,Bachelor,714244,46,55,Yes,B,Single,No,Professional,Low,Owner,South,1,12
No,Female,High school,0,66,100,Yes,D,Married,No,Retired,Low,Owner,South,5,2
No,Male,High school,52984,46,55,No,F,Married,No,Blue Collar,Low,Renter,Midwest,8,4
No,Male,Some College,0,26,35,Yes,E,Single,Yes,Professional,Low,Renter,South,7,4
Yes,Male,Bachelor,1682742,46,55,Yes,C,Married,Yes,Professional,High,Owner,West,1,3
Yes,Male,Bachelor,130340,26,35,Yes,I,Single,No,Professional,Low,Renter,West,1,4
Yes,Male,Some College,206991,46,55,Yes,C,Single,Yes,Sales/Service,Low,Owner,Midwest,3,6
Yes,Male,Bachelor,51578,56,65,Yes,I,Single,Yes,Professional,Low,Owner,South,9,5
Yes,Male,Unknown,346293,1,100,Yes,C,Single,No,Others,Low,Owner,Northeast,1,11
Yes,Female,Near high school,56680,26,35,No,G,Single,Yes,Sales/Service,Low,Renter,Midwest,9,4
Yes,Male,Some College,0,46,55,Yes,E,Married,Yes,Professional,Low,Renter,Northeast,5,8
Yes,Male,Bachelor,356048,66,100,Yes,B,Married,No,Retired,Low,Owner,South,2,1
Yes,Male,Bachelor,0,66,100,Yes,G,Married,No,Sales/Service,Low,Renter,Northeast,4,4
Yes,Female,Some College,491110,46,55,Yes,E,Married,Yes,Professional,Medium,Owner,South,2,5
Yes,Male,Some College,230109,26,35,Yes,C,Married,Yes,Professional,High,Owner,Midwest,2,6
Yes,Female,Graduated,449625,46,55,No,E,Single,Yes,Professional,Low,Owner,South,3,1
Yes,Male,Graduated,432621,56,65,No,B,Married,No,Sales/Service,Medium,Owner,West,6,5
Yes,Female,Bachelor,172950,46,55,Yes,E,Married,Yes,Blue Collar,Low,Owner,Midwest,3,7
No,Male,Bachelor,461615,66,100,Yes,B,Married,Yes,Professional,High,Owner,West,2,8
Yes,Female,Graduated,307543,36,45,Yes,C,Married,No,Professional,Medium,Owner,South,1,7
No,Male,High school,0,56,65,Yes,H,Single,No,Retired,Low,Renter,Northeast,7,8
No,Male,High school,178683,56,65,Yes,B,Single,No,Retired,Low,Owner,South,4,5
Yes,Female,Bachelor,531048,66,100,Yes,D,Married,No,Retired,Low,Owner,South,1,12
Yes,Male,Graduated,266832,26,35,Yes,B,Married,No,Blue Collar,Medium,Owner,Midwest,2,5
Yes,Male,Bachelor,172481,1,100,Yes,C,Single,Yes,Professional,Low,Owner,Midwest,3,5
No,Male,Near high school,364114,66,100,Yes,E,Single,No,Retired,Low,Owner,West,1,3
Yes,Male,Some College,181059,36,45,Yes,E,Single,No,Professional,Low,Owner,South,2,5
Yes,Female,Some College,261600,1,100,No,G,Single,No,Sales/Service,Low,Renter,Midwest,6,6
Yes,Male,Some College,0,46,55,Yes,C,Married,No,Professional,Low,Renter,West,2,5
No,Male,Unknown,0,56,65,Yes,G,Single,No,Blue Collar,Low,Renter,South,9,4
Yes,Male,Some College,198789,1,25,Yes,J,Single,Yes,Blue Collar,Low,Owner,South,2,5
Yes,Male,High school,0,46,55,Yes,I,Married,No,Sales/Service,Low,Renter,Midwest,8,3
Yes,Female,Bachelor,145318,26,35,Yes,C,Married,Yes,Professional,Low,Owner,Northeast,3,7
No,Male,High school,87112,1,100,No,F,Single,No,Blue Collar,Low,Renter,Midwest,9,5
No,Female,Bachelor,191033,1,100,Yes,D,Married,No,Retired,Low,Owner,Midwest,2,5
Yes,Male,High school,450606,26,35,Yes,F,Married,Yes,Blue Collar,Low,Renter,West,6,5
Yes,Female,Bachelor,458345,36,45,Yes,C,Single,Yes,Professional,High,Owner,South,1,8
No,Female,Bachelor,0,66,100,Yes,D,Married,No,Retired,Low,Owner,Midwest,6,2
Yes,Female,Bachelor,422715,26,35,Yes,C,Married,Yes,Sales/Service,High,Owner,South,1,8
Yes,Male,Some College,349584,46,55,Yes,F,Married,No,Sales/Service,Medium,Owner,West,5,4
No,Male,Near high school,72267,1,100,No,F,Single,Yes,Blue Collar,Low,Owner,Northeast,9,2
Yes,Male,Some College,379429,36,45,Yes,B,Married,Yes,Professional,Medium,Owner,South,1,8
